Product Name,Available Colors,Image URL,Care Instructions
Relaxed-Fit T-Shirt aus Baumwoll-Jersey mit Wellen-Print,Hellblau,"https://images.hugoboss.com/is/image/boss/hbeu50511251_101_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511251_101_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511251_101_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511251_101_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511251_101_100wid=768&qlt=80","30 °C Pflegeleicht,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Nicht chemisch trockenreinigen"
T-Shirt aus Baumwoll-Jersey mit Signature-Streifen an den Bündchen,"Weiß,Schwarz","https://images.hugoboss.com/is/image/boss/hbeu50501097_100_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50501097_100_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50501097_100_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50501097_100_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50501097_100_100wid=768&qlt=80","30 °C Pflegeleicht,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Schonende chemische Trockenreinigung P"
Extra-slim-fit Hemd aus Baumwoll-Popeline mit Cutaway-Kragen,Weiß,"https://images.hugoboss.com/is/image/boss/hbeu50389769_199_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50389769_199_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50389769_199_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50389769_199_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50389769_199_341wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50389769_199_100wid=768&qlt=80","30 °C Buntwäsche,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Nicht chemisch trockenreinigen"
Slim-Fit Chino aus bügelleichtem Vier-Wege-Stretch,"Beige,Dunkellila,Hellblau,Dunkelblau,Hellgrün,Grau,Grau,Dunkelgrau,Schwarz","https://images.hugoboss.com/is/image/boss/hbeu50495497_269_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50495497_269_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50495497_269_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50495497_269_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50495497_269_100wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50495497_269_240wid=768&qlt=80","30 °C Pflegeleicht,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Chemische Trockenreinigung P"
Wasserabweisende Regular-Fit Jacke,"Beige,Dunkelrot","https://images.hugoboss.com/is/image/boss/hbeu50519981_282_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50519981_282_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50519981_282_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50519981_282_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50519981_282_341wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50519981_282_100wid=768&qlt=80","Nicht waschen,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Nicht chemisch trockenreinigen,Sehr milde Nassreinigung"
Slim-Fit Hose aus Stretch-Schurwolle,"Dunkelgrau,Dunkelblau,Blau,Schwarz","https://images.hugoboss.com/is/image/boss/hbeu50480009_021_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50480009_021_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50480009_021_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50480009_021_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50480009_021_100wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50480009_021_240wid=768&qlt=80","Nicht waschen,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln mittlere Hitze,Schonende chemische Trockenreinigung P"
Regular-Fit Hemd aus Leinen mit Button-Down-Kragen,"Weiß,Hellorange,Hellrosa,Hellblau,Dunkelblau","https://images.hugoboss.com/is/image/boss/hbeu50513849_100_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513849_100_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513849_100_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513849_100_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513849_100_341wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513849_100_100wid=768&qlt=80","40 °C Pflegeleicht ,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Chemische Trockenreinigung P"
Extra Slim-Fit Anzug aus Performance-Stretch-Gewebe,"Dunkelgrün,Hellrosa,Hellblau,Blau","https://images.hugoboss.com/is/image/boss/hbeu50500247_307_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50500247_307_600wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50500247_307_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50500247_307_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50500247_307_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50500247_307_341wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50500247_307_342wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50500247_307_343wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50500247_307_170wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50500247_307_240wid=768&qlt=80","Nicht waschen,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Schonende chemische Trockenreinigung P"
Bouclé-Strickpullover aus Baumwoll-Mix,"Weiß,Dunkelblau","https://images.hugoboss.com/is/image/boss/hbeu50511773_100_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511773_100_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511773_100_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511773_100_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50511773_100_100wid=768&qlt=80","30 °C Feinwäsche/Wollwäsche,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln mittlere Hitze,Chemische Trockenreinigung P"
Shorts aus Baumwoll-Mix mit erhabenem 3D-Logo,"Schwarz,Hellblau,Hellgrün,Hellbraun,Weiß","https://images.hugoboss.com/is/image/boss/hbeu50510348_016_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510348_016_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510348_016_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510348_016_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510348_016_100wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510348_016_240wid=768&qlt=80","30 °C Pflegeleicht,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Nicht chemisch trockenreinigen"
Regular-Fit Hemd aus bügelleichter Baumwoll-Popeline,"Weiß,Hellblau,Schwarz","https://images.hugoboss.com/is/image/boss/hbeu50479943_100_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50479943_100_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50479943_100_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50479943_100_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50479943_100_341wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50479943_100_100wid=768&qlt=80","40 °C Buntwäsche ,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln mittlere Hitze,Chemische Trockenreinigung P"
HUGO x RB Relaxed-Fit T-Shirt mit charakteristischem Stier-Motiv,"Schwarz,Natur","https://images.hugoboss.com/is/image/boss/hbeu50530039_001_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50530039_001_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50530039_001_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50530039_001_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50530039_001_100wid=768&qlt=80","30 °C Pflegeleicht,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Schonende chemische Trockenreinigung P"
Relaxed-Fit T-Shirt aus Baumwolle mit Logo-Print,"Natur,Hellrosa,Blau,Dunkelblau,Hellgrün,Dunkelgrün,Hellbeige,Dunkelgrün,Braun,Weiß,Schwarz","https://images.hugoboss.com/is/image/boss/hbeu50488330_121_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50488330_121_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50488330_121_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50488330_121_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50488330_121_100wid=768&qlt=80","30 °C Pflegeleicht,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Nicht chemisch trockenreinigen"
Slim-Fit Hemd aus strukturiertem Performance-Stretch-Gewebe,Weiß,"https://images.hugoboss.com/is/image/boss/hbeu50520056_100_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50520056_100_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50520056_100_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50520056_100_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50520056_100_341wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50520056_100_100wid=768&qlt=80","30 °C Buntwäsche,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Chemische Trockenreinigung P"
Regular-Fit Sakko aus Stretch-Schurwolle,"Schwarz,Blau,Blau,Dunkelgrau","https://images.hugoboss.com/is/image/boss/hbeu50479996_001_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50479996_001_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50479996_001_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50479996_001_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50479996_001_341wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50479996_001_100wid=768&qlt=80","Nicht waschen,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Schonende chemische Trockenreinigung P"
Slim-Fit Sakko aus knitterfreiem Mesh,"Dunkelblau,Blau",https://images.hugoboss.com/is/image/boss/hbeu50513913_404_100wid=768&qlt=80,"30 °C Feinwäsche/Wollwäsche,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Chemische Trockenreinigung P"
T-Shirt aus Baumwoll-Jersey mit blauem Logo-Patch,"Schwarz,Beige,Weiß","https://images.hugoboss.com/is/image/boss/hbeu50509991_001_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509991_001_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509991_001_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509991_001_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509991_001_100wid=768&qlt=80","30 °C Pflegeleicht,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Schonende chemische Trockenreinigung P"
Filigran gemusterter Regular-Fit Anzug aus Stretch-Gewebe,"Silber,Dunkelblau","https://images.hugoboss.com/is/image/boss/hbeu50521683_041_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50521683_041_600wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50521683_041_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50521683_041_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50521683_041_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50521683_041_341wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50521683_041_342wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50521683_041_343wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50521683_041_170wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50521683_041_240wid=768&qlt=80","Nicht waschen,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Schonende chemische Trockenreinigung P"
Slim-Fit Poloshirt mit gummiertem Logo-Print,"Dunkelblau,Weiß","https://images.hugoboss.com/is/image/boss/hbeu50471335_404_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50471335_404_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50471335_404_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50471335_404_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50471335_404_100wid=768&qlt=80","30 °C Pflegeleicht,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Schonende chemische Trockenreinigung P"
Schwarze Regular-Fit Jeans aus bequemem Stretch-Denim,Dunkelgrau,"https://images.hugoboss.com/is/image/boss/hbeu50513504_019_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513504_019_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513504_019_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513504_019_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513504_019_100wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513504_019_240wid=768&qlt=80","30 °C Pflegeleicht,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln mittlere Hitze,Nicht chemisch trockenreinigen"
Graue Tapered-Fit Jeans aus Stretch-Denim,Grau,"https://images.hugoboss.com/is/image/boss/hbeu50513578_041_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513578_041_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513578_041_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513578_041_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513578_041_100wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50513578_041_240wid=768&qlt=80","30 °C Pflegeleicht,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln mittlere Hitze,Nicht chemisch trockenreinigen"
Tapered-Fit Chino aus elastischem Baumwoll-Satin,"Blau,Lila,Dunkelblau,Dunkelblau,Hellbeige,Beige,Dunkelgrau,Schwarz","https://images.hugoboss.com/is/image/boss/hbeu50510917_464_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510917_464_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510917_464_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510917_464_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510917_464_100wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510917_464_240wid=768&qlt=80","30 °C Pflegeleicht,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Schonende chemische Trockenreinigung P"
Regular-Fit T-Shirt aus Stretch-Baumwolle mit Kontrast-Logo,"Schwarz,Koralle,Flieder,Hellblau,Hellblau,Türkis,Dunkelblau,Dunkelblau,Hellgrün,Grau,Weiß,Dunkelgrau,Schwarz","https://images.hugoboss.com/is/image/boss/hbeu50506373_001_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506373_001_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506373_001_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506373_001_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50506373_001_100wid=768&qlt=80","30 °C Pflegeleicht,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Nicht chemisch trockenreinigen"
Poloshirt aus Baumwoll-Piqué mit Kontrast-Logo,"Türkis,Türkis,Blau,Dunkelblau,Dunkelblau,Hellgrün,Hellgrün,Khaki,Natur,Grau,Dunkelbraun,Natur,Weiß,Hellgrau,Grau,Dunkelgrau,Schwarz,Schwarz,Hellorange,Gelb,Hellgelb,Dunkelrot,Pink,Orange,Hellrot,Rot,Lila,Flieder,Flieder,Lila,Hellblau,Hellblau,Blau,Hellblau","https://images.hugoboss.com/is/image/boss/hbeu50469055_447_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469055_447_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469055_447_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469055_447_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469055_447_100wid=768&qlt=80","30 °C Pflegeleicht,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Nicht chemisch trockenreinigen"
Slim-Fit Chino aus elastischer Baumwoll-Gabardine,"Dunkelblau,Blau,Blau,Hellblau,Grün,Hellgrün,Hellbeige,Beige,Beige,Braun,Weiß,Schwarz","https://images.hugoboss.com/is/image/boss/hbeu50487966_404_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50487966_404_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50487966_404_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50487966_404_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50487966_404_100wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50487966_404_240wid=768&qlt=80","30 °C Pflegeleicht,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Schonende chemische Trockenreinigung P"
T-Shirt aus Baumwoll-Jersey mit Cargotasche und Logo,Schwarz,"https://images.hugoboss.com/is/image/boss/hbeu50519170_001_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50519170_001_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50519170_001_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50519170_001_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50519170_001_100wid=768&qlt=80","30 °C Pflegeleicht,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Nicht chemisch trockenreinigen"
Regular-Fit Baumwoll-Hemd aus Piqué-Jersey,"Hellgrau,Hellorange,Lila,Türkis,Dunkelblau,Weiß,Schwarz","https://images.hugoboss.com/is/image/boss/hbeu50512005_052_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50512005_052_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50512005_052_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50512005_052_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50512005_052_341wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50512005_052_100wid=768&qlt=80","30 °C Pflegeleicht,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Chemische Trockenreinigung P"
Poloshirt aus Baumwoll-Piqué mit Kontrast-Logo,"Blau,Hellblau,Türkis,Türkis,Blau,Dunkelblau,Dunkelblau,Hellgrün,Hellgrün,Khaki,Natur,Grau,Dunkelbraun,Natur,Weiß,Hellgrau,Grau,Dunkelgrau,Schwarz,Schwarz,Hellorange,Gelb,Hellgelb,Dunkelrot,Pink,Orange,Hellrot,Rot,Lila,Flieder,Flieder,Lila,Hellblau,Hellblau","https://images.hugoboss.com/is/image/boss/hbeu50469055_461_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469055_461_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469055_461_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469055_461_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469055_461_100wid=768&qlt=80","30 °C Pflegeleicht,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Nicht chemisch trockenreinigen"
Relaxed-Fit Kurzarm-Cardigan aus gehäkelter Baumwolle,"Weiß,Schwarz","https://images.hugoboss.com/is/image/boss/hbeu50510393_121_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510393_121_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510393_121_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510393_121_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510393_121_100wid=768&qlt=80","40 °C Pflegeleicht ,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Chemische Trockenreinigung P"
"Slim-Fit Sakko aus Schurwolle, Seide und Kaschmir",Hellblau,"https://images.hugoboss.com/is/image/boss/hbeu50520411_460_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50520411_460_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50520411_460_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50520411_460_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50520411_460_341wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50520411_460_100wid=768&qlt=80","Nicht waschen,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln mittlere Hitze,Schonende chemische Trockenreinigung P"
Wasserabweisende Bomberjacke mit Logo-Zipper,Schwarz,"https://images.hugoboss.com/is/image/boss/hbeu50510924_001_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510924_001_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510924_001_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510924_001_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510924_001_341wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50510924_001_100wid=768&qlt=80","30 °C Pflegeleicht,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Schonende chemische Trockenreinigung P"
Fein gemusterter Slim-Fit Anzug aus Stretch-Gewebe,"Dunkelgrau,Blau,Beige","https://images.hugoboss.com/is/image/boss/hbeu50509491_080_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509491_080_600wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509491_080_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509491_080_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509491_080_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509491_080_341wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509491_080_342wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509491_080_343wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509491_080_170wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509491_080_240wid=768&qlt=80","Nicht waschen,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Schonende chemische Trockenreinigung P"
Regular-Fit Jeans aus satiniertem Stretch-Denim,"Natur,Dunkelblau,Beige","https://images.hugoboss.com/is/image/boss/hbeu50514535_131_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514535_131_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514535_131_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514535_131_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514535_131_100wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514535_131_240wid=768&qlt=80","30 °C Pflegeleicht,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln mittlere Hitze,Nicht chemisch trockenreinigen"
Shorts aus strukturierter Baumwolle mit Tunnelzug und Logo-Aufnäher,"Beige,Schwarz","https://images.hugoboss.com/is/image/boss/hbeu50517924_269_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50517924_269_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50517924_269_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50517924_269_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50517924_269_100wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50517924_269_240wid=768&qlt=80","40 °C Buntwäsche ,Nicht bleichen,Trocknen normale Hitze,Bügeln mittlere Hitze,Nicht chemisch trockenreinigen"
Slim-Fit Smokingjackett aus Schurwoll-Serge,"Dunkelblau,Schwarz","https://images.hugoboss.com/is/image/boss/hbeu50469191_401_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469191_401_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469191_401_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469191_401_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469191_401_341wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469191_401_100wid=768&qlt=80","Nicht waschen,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Schonende chemische Trockenreinigung P"
Fünfer-Pack Sneakers-Socken aus Baumwoll-Mix,"Weiß / Schwarz,Blau / Weiß / Grün / Schwarz,Dunkelblau","https://images.hugoboss.com/is/image/boss/hbeu50478205_961_200wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50478205_961_240wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50478205_961_250wid=768&qlt=80","40 °C Buntwäsche ,Nicht bleichen,Trocknen geringe Hitze,Nicht bügeln,Nicht chemisch trockenreinigen"
Gemusterter Slim-Fit Dreiteiler aus Stretch-Wolle,Dunkelblau,"https://images.hugoboss.com/is/image/boss/hbeu50509493_404_300wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509493_404_600wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509493_404_350wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509493_404_360wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509493_404_340wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509493_404_341wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509493_404_342wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509493_404_343wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509493_404_170wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50509493_404_240wid=768&qlt=80","Nicht waschen,Nicht bleichen,Nicht im Wäschetrockner trocknen,Bügeln geringe Hitze,Schonende chemische Trockenreinigung P"
